Product Name,Maker,Color,Model,Category,Balance Qty,Minimum Qty,Discount %
PARTS -- RINGER INFINIX X612,INFINIX,,X612,RINGER,0,2,0
PARTS -- RINGER INFINIX X626/627,INFINIX,,X626/627,RINGER,58,2,0
PARTS -- RINGER INFINIX X650,INFINIX,,X650,RINGER,200,2,0
PARTS -- RINGER INFINIX X652,INFINIX,,X652,RINGER,110,2,0
PARTS -- RINGER INFINIX X653,INFINIX,,X653,RINGER,180,2,0
PARTS -- RINGER INFINIX X655,INFINIX,,X655,RINGER,132,2,0
PARTS -- RINGER INFINIX X657,INFINIX,,X657,RINGER,178,2,0
PARTS -- RINGER INFINIX X659,INFINIX,,X659,RINGER,92,2,0
PARTS -- RINGER INFINIX X663,INFINIX,,X663,RINGER,85,2,0
PARTS -- RINGER INFINIX X670,INFINIX,,X670,RINGER,50,2,0
PARTS -- RINGER INFINIX X680,INFINIX,,X680,RINGER,110,2,0
PARTS -- RINGER INFINIX X6810,INFINIX,,X6810,RINGER,78,2,0
PARTS -- RINGER INFINIX X6812,INFINIX,,X6812,RINGER,56,2,0
PARTS -- RINGER INFINIX X6815 CAMON18T,INFINIX,,X6815 CAMON18T,RINGER,68,2,0
PARTS -- RINGER INFINIX X6816,INFINIX,,X6816,RINGER,52,2,0
PARTS -- RINGER INFINIX X682,INFINIX,,X682,RINGER,2,2,0
PARTS -- RINGER INFINIX X688,INFINIX,,X688,RINGER,95,2,0
PARTS -- RINGER INFINIX X689,INFINIX,,X689,RINGER,52,2,0
PARTS -- RINGER INFINIX X690,INFINIX,,X690,RINGER,119,2,0
PARTS -- RINGER INFINIX X692,INFINIX,,X692,RINGER,53,2,0
PARTS -- RINGER INFINIX X693,INFINIX,,X693,RINGER,43,2,0
PARTS -- RINGER INFINIX X695,INFINIX,,X695,RINGER,88,2,0
PARTS -- RINGER ITEL A25,ITEL,,A25,RINGER,0,2,0
PARTS -- RINGER ITEL A26,ITEL,,A26,RINGER,0,2,0
PARTS -- RINGER ITEL A48,ITEL,,A48,RINGER,25,2,0
PARTS -- RINGER ITEL A49,ITEL,,A49,RINGER,27,2,0
PARTS -- RINGER ITEL VISION 3,ITEL,,VISION 3,RINGER,58,2,0
PARTS -- RINGER REDMI 10C,REDMI,,10C,RINGER,57,2,0
PARTS -- RINGER REDMI 9C,REDMI,,9C,RINGER,39,2,0
PARTS -- RINGER REDMI NOTE 10,REDMI,,NOTE 10,RINGER,56,2,0
PARTS -- RINGER REDMI NOTE 9,REDMI,,NOTE 9,RINGER,50,2,0
PARTS -- RINGER REDMI POCO M3,REDMI,,POCO M3,RINGER,37,2,0
PARTS -- RINGER OPPO A12,OPPO,,A12,RINGER,48,2,0
PARTS -- RINGER OPPO A15,OPPO,,A15,RINGER,41,2,0
PARTS -- RINGER OPPO A16,OPPO,,A16,RINGER,47,2,0
PARTS -- RINGER OPPO A31 2020,OPPO,,A31 2020,RINGER,99,2,0
PARTS -- RINGER OPPO A32 A53,OPPO,,A32 A53,RINGER,92,2,0
PARTS -- RINGER OPPO A36 A76,OPPO,,A36 A76,RINGER,66,2,0
PARTS -- RINGER OPPO A3S,OPPO,,A3S,RINGER,35,2,0
PARTS -- RINGER OPPO A5 2020,OPPO,,A5 2020,RINGER,134,2,0
PARTS -- RINGER OPPO A52,OPPO,,A52,RINGER,30,2,0
PARTS -- RINGER OPPO A54,OPPO,,A54,RINGER,34,2,0
PARTS -- RINGER OPPO A57,OPPO,,A57,RINGER,78,2,0
PARTS -- RINGER OPPO A5S,OPPO,,A5S,RINGER,119,2,0
PARTS -- RINGER OPPO F11,OPPO,,F11,RINGER,61,2,0
PARTS -- RINGER OPPO F11 PRO,OPPO,,F11 PRO,RINGER,45,2,0
PARTS -- RINGER OPPO F15,OPPO,,F15,RINGER,20,2,0
PARTS -- RINGER OPPO F19,OPPO,,F19,RINGER,70,2,0
PARTS -- RINGER OPPO F1S,OPPO,,F1S,RINGER,20,2,0
PARTS -- RINGER OPPO F5,OPPO,,F5,RINGER,45,2,0
PARTS -- RINGER OPPO F9,OPPO,,F9,RINGER,70,2,0
PARTS -- RINGER REALME 5,REALME,,5,RINGER,30,2,0
PARTS -- RINGER REALME 5I,REALME,,5I,RINGER,25,2,0
PARTS -- RINGER REALME C20,REALME,,C20,RINGER,27,2,0
PARTS -- RINGER REALME C21Y,REALME,,C21Y,RINGER,20,2,0
PARTS -- RINGER SAM A02,SAM,,A02,RINGER,20,2,0
PARTS -- RINGER SAM A03S/A02S,SAM,,A03S/A02S,RINGER,80,2,0
PARTS -- RINGER SAM A10,SAM,,A10,RINGER,0,2,0
PARTS -- RINGER SAM A10S,SAM,,A10S,RINGER,100,2,0
PARTS -- RINGER SAM A11,SAM,,A11,RINGER,43,2,0
PARTS -- RINGER SAM A12,SAM,,A12,RINGER,43,2,0
PARTS -- RINGER SAM A13,SAM,,A13,RINGER,33,2,0
PARTS -- RINGER SAM A20,SAM,,A20,RINGER,0,2,0
PARTS -- RINGER SAM A20S,SAM,,A20S,RINGER,53,2,0
PARTS -- RINGER SAM A21S,SAM,,A21S,RINGER,100,2,0
PARTS -- RINGER SAM A22 4G,SAM,,A22 4G,RINGER,0,2,0
PARTS -- RINGER SAM A30,SAM,,A30,RINGER,0,2,0
PARTS -- RINGER SAM A30S,SAM,,A30S,RINGER,0,2,0
PARTS -- RINGER SAM A31,SAM,,A31,RINGER,0,2,0
PARTS -- RINGER SAM A32 5G,SAM,,A32 5G,RINGER,0,2,0
PARTS -- RINGER SAM A50,SAM,,A50,RINGER,0,2,0
PARTS -- RINGER SAM A51,SAM,,A51,RINGER,0,2,0
PARTS -- RINGER TECNO KF6 SPARK 7,TECNO,,KF6 SPARK 7,RINGER,114,2,0
PARTS -- RINGER TECNO POP 5 LITE,TECNO,,POP 5 LITE,RINGER,93,2,0
PARTS -- RINGER TECNO SPARK 4,TECNO,,SPARK 4,RINGER,127,2,0
PARTS -- RINGER TECNO SPARK 6 GO,TECNO,,SPARK 6 GO,RINGER,0,2,0
PARTS -- RINGER VIVO S1,VIVO,,S1,RINGER,101,2,0
PARTS -- RINGER VIVO S1 PRO,VIVO,,S1 PRO,RINGER,101,2,0
PARTS -- RINGER VIVO V20,VIVO,,V20,RINGER,20,2,0
PARTS -- RINGER VIVO Y11,VIVO,,Y11,RINGER,76,2,0
PARTS -- RINGER VIVO Y12,VIVO,,Y12,RINGER,100,2,0
PARTS -- RINGER VIVO Y20,VIVO,,Y20,RINGER,200,2,0
PARTS -- RINGER VIVO Y21,VIVO,,Y21,RINGER,0,2,0
PARTS -- RINGER VIVO Y21S,VIVO,,Y21S,RINGER,8,2,0
PARTS -- RINGER VIVO Y30,VIVO,,Y30,RINGER,13,2,0
PARTS -- RINGER VIVO Y31S,VIVO,,Y31S,RINGER,60,2,0
PARTS -- RINGER VIVO Y33S 4G,VIVO,,Y33S 4G,RINGER,5,2,0
PARTS -- RINGER VIVO Y51 2020,VIVO,,Y51 2020,RINGER,50,2,0
PARTS -- RINGER VIVO Y51S,VIVO,,Y51S,RINGER,101,2,0
PARTS -- RINGER VIVO Y91,VIVO,,Y91,RINGER,109,2,0
PARTS -- RINGER INFINIX X6515,INFINIX,,X6515,RINGER,100,2,0
PARTS -- RINGER INFINIX X6516,INFINIX,,X6516,RINGER,131,2,0
PARTS -- RINGER TECNO SPARK GO 2023,TECNO,,SPARK GO 2023,RINGER,118,2,0
PARTS -- RINGER TECNO SPARK 10C,TECNO,,SPARK 10C,RINGER,100,2,0
PARTS -- RINGER TECNO SPARK 10 PRO,TECNO,,SPARK 10 PRO,RINGER,100,2,0
PARTS -- RINGER REDMI 12,REDMI,,12,RINGER,56,2,0
PARTS -- RINGER REDMI 12C,REDMI,,12C,RINGER,100,2,0
PARTS -- RINGER REDMI NOTE 12,REDMI,,NOTE 12,RINGER,112,2,0
PARTS -- RINGER VIVO Y36,VIVO,,Y36,RINGER,79,2,0
PARTS -- RINGER VIVO Y22S,VIVO,,Y22S,RINGER,104,2,0
PARTS -- RINGER VIVO Y02S,VIVO,,Y02S,RINGER,27,2,0
PARTS -- RINGER SAM A04,SAM,,A04,RINGER,25,2,0
PARTS -- RINGER SAM A04S,SAM,,A04S,RINGER,29,2,0
PARTS -- RINGER SAM A14,SAM,,A14,RINGER,50,2,0
PARTS -- RINGER INFINIX X6835,INFINIX,,X6835,RINGER,0,2,0
PARTS -- RINGER INFINIX X6831,INFINIX,,X6831,RINGER,0,2,0
PARTS -- ON OFF + VOLUME INFINIX X6515,INFINIX,,X6515,ON OFF + VOLUME,195,5,0
PARTS -- ON OFF + VOLUME INFINIX X6516,INFINIX,,X6516,ON OFF + VOLUME,200,5,0
PARTS -- ON OFF + VOLUME TECNO SPARK GO 2023,TECNO,,SPARK GO 2023,ON OFF + VOLUME,200,5,0
PARTS -- ON OFF + VOLUME TECNO SPARK 10C,TECNO,,SPARK 10C,ON OFF + VOLUME,100,5,0
PARTS -- ON OFF + VOLUME TECNO SPARK 10 PRO,TECNO,,SPARK 10 PRO,ON OFF + VOLUME,100,5,0
PARTS -- ON OFF + VOLUME REDMI 12,REDMI,,12,ON OFF + VOLUME,80,5,0
PARTS -- ON OFF + VOLUME REDMI 12C,REDMI,,12C,ON OFF + VOLUME,50,5,0
PARTS -- ON OFF + VOLUME REDMI NOTE 12,REDMI,,NOTE 12,ON OFF + VOLUME,105,5,0
PARTS -- ON OFF + VOLUME VIVO Y36,VIVO,,Y36,ON OFF + VOLUME,120,5,0
PARTS -- ON OFF + VOLUME VIVO Y22S,VIVO,,Y22S,ON OFF + VOLUME,130,5,0
PARTS -- ON OFF + VOLUME VIVO Y02S,VIVO,,Y02S,ON OFF + VOLUME,100,5,0
PARTS -- ON OFF + VOLUME SAM A04,SAM,,A04,ON OFF + VOLUME,50,5,0
PARTS -- ON OFF + VOLUME INFINIX X6835/HOT 30,INFINIX,,X6835/HOT 30,ON OFF + VOLUME,195,5,0
PARTS -- ON OFF + VOLUME INFINIX X6831/HOT 30 PLAY,INFINIX,,X6831/HOT 30 PLAY,ON OFF + VOLUME,250,5,0
PARTS -- ON OFF FLEX SAM A04S,SAM,,A04S,ON OFF FLEX,0,5,0
PARTS -- ON OFF FLEX SAM A13,SAM,,A13,ON OFF FLEX,0,5,0
PARTS -- ON OFF FLEX SAM A14,SAM,,A14,ON OFF FLEX,20,5,0
PARTS -- VOLUME FLEX SAM A04,SAM,,A04,VOLUME FLEX,0,5,0
PARTS -- VOLUME FLEX SAM A04S,SAM,,A04S,VOLUME FLEX,0,5,0
PARTS -- VOLUME FLEX SAM A13,SAM,,A13,VOLUME FLEX,0,5,0
PARTS -- VOLUME FLEX SAM A14,SAM,,A14,VOLUME FLEX,0,5,0
PARTS -- CHARGING FLEX INFINIX X6515,INFINIX,,X6515,CHARGING FLEX,275,5,0
PARTS -- CHARGING FLEX INFINIX X6516,INFINIX,,X6516,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX TECNO SPARK GO 2023,TECNO,,SPARK GO 2023,CHARGING FLEX,200,5,0
PARTS -- CHARGING FLEX TECNO SPARK 10C,TECNO,,SPARK 10C,CHARGING FLEX,185,5,0
PARTS -- CHARGING FLEX TECNO SPARK 10 PRO,TECNO,,SPARK 10 PRO,CHARGING FLEX,45,5,0
PARTS -- CHARGING FLEX REDMI 12,REDMI,,12,CHARGING FLEX,105,5,0
PARTS -- CHARGING FLEX REDMI 12C,REDMI,,12C,CHARGING FLEX,80,5,0
PARTS -- CHARGING FLEX REDMI NOTE 12,REDMI,,NOTE 12,CHARGING FLEX,5,5,0
PARTS -- CHARGING FLEX VIVO Y22S,VIVO,,Y22S,CHARGING FLEX,95,5,0
PARTS -- CHARGING FLEX VIVO Y02S,VIVO,,Y02S,CHARGING FLEX,115,5,0
PARTS -- CHARGING FLEX SAM A04,SAM,,A04,CHARGING FLEX,10,5,0
PARTS -- CHARGING FLEX SAM A04S,SAM,,A04S,CHARGING FLEX,13,5,0
PARTS -- CHARGING FLEX SAM A13,SAM,,A13,CHARGING FLEX,70,5,0
PARTS -- CHARGING FLEX SAM A14,SAM,,A14,CHARGING FLEX,27,5,0
PARTS -- CHARGING FLEX INFINIX X6835/HOT 30,INFINIX,,X6835/HOT 30,CHARGING FLEX,270,5,0
PARTS -- CHARGING FLEX INFINIX X6831/HOT 30 PLAY,INFINIX,,X6831/HOT 30 PLAY,CHARGING FLEX,125,5,0
PARTS -- BOARD FLEX REDMI NOTE 12,REDMI,,NOTE 12,BOARD FLEX,73,2,0
PARTS -- BOARD FLEX INFINIX X6831,INFINIX,,X6831,BOARD FLEX,96,2,0
PARTS -- FRONT CAMERA INFINIX X6515,INFINIX,,X6515,FRONT CAMERA,38,1,0
PARTS -- FRONT CAMERA INFINIX X6516,INFINIX,,X6516,FRONT CAMERA,22,1,0
PARTS -- FRONT CAMERA TECNO SPARK GO 2023,TECNO,,SPARK GO 2023,FRONT CAMERA,8,1,0
PARTS -- FRONT CAMERA TECNO SPARK 10 PRO,TECNO,,SPARK 10 PRO,FRONT CAMERA,12,1,0
PARTS -- FRONT CAMERA REDMI 12,REDMI,,12,FRONT CAMERA,8,1,0
PARTS -- FRONT CAMERA REDMI 12C,REDMI,,12C,FRONT CAMERA,30,1,0
PARTS -- FRONT CAMERA VIVO Y36,VIVO,,Y36,FRONT CAMERA,30,1,0
PARTS -- FRONT CAMERA VIVO Y22S,VIVO,,Y22S,FRONT CAMERA,19,1,0
PARTS -- FRONT CAMERA VIVO Y02S,VIVO,,Y02S,FRONT CAMERA,16,1,0
PARTS -- FRONT CAMERA SAM A04,SAM,,A04,FRONT CAMERA,9,1,0
PARTS -- FRONT CAMERA SAM A04S,SAM,,A04S,FRONT CAMERA,14,1,0
PARTS -- FRONT CAMERA SAM A13,SAM,,A13,FRONT CAMERA,22,1,0
PARTS -- FRONT CAMERA SAM A14,SAM,,A14,FRONT CAMERA,12,1,0
PARTS -- FRONT CAMERA INFINIX X6835/HOT 30,INFINIX,,X6835/HOT 30,FRONT CAMERA,42,1,0
PARTS -- FRONT CAMERA INFINIX X6831/ HOT 30 PLAY,INFINIX,,X6831/ HOT 30 PLAY,FRONT CAMERA,28,1,0
PARTS -- FRONT CAMERA TECNO SPARK 10C,TECNO,,SPARK 10C,FRONT CAMERA,21,1,0
PARTS -- FRONT CAMERA REDMI NOTE 12,REDMI,,NOTE 12,FRONT CAMERA,15,1,0
PARTS -- ON OFF + VOLUME SAM A14,SAM,,A14,ON OFF + VOLUME,0,5,0
PARTS -- ON OFF + VOLUME SAM A13,SAM,,A13,ON OFF + VOLUME,0,5,0
PARTS -- ON OFF + VOLUME SAM A04S,SAM,,A04S,ON OFF + VOLUME,85,5,0
PARTS -- FINGER PRINT SAM A12,SAM,,A12,FINGER PRINT,26,2,0
AQ -- LCD SAM A12 BLACK,SAM,BLACK,A12,LCD,0,1,0
AQ -- LCD SAM J5 PRIME BLACK,SAM,BLACK,J5 PRIME,LCD,0,1,0
AQ -- LCD SAM J5 PRIME GOLD,SAM,GOLD,J5 PRIME,LCD,0,1,0
AQ -- LCD SAM J5 PRIME WHITE,SAM,WHITE,J5 PRIME,LCD,1,1,0
AQ -- LCD OPPO A3S BLACK,OPPO,BLACK,A3S,LCD,4,1,0
AQ COMP -- LCD VIVO Y20 BLACK,VIVO,BLACK,Y20,LCD,0,1,0
GLASS OCA REDMI NOTE 9 BLACK,REDMI,BLACK,NOTE 9,GLASS OCA,0,5,0
GLASS OCA INFINIX X6810 BLACK,INFINIX,BLACK,X6810,GLASS OCA,0,5,0
GLASS OCA REDMI NOTE 10 4G BLACK,REDMI,BLACK,NOTE 10 4G,GLASS OCA,0,5,0
GLASS OCA SAM A22 BLACK,SAM,BLACK,A22,GLASS OCA,117,5,0
GLASS OCA INFINIX X6815 BLACK,INFINIX,BLACK,X6815,GLASS OCA,5,5,0
GLASS OCA REDMI 12 BLACK,REDMI,BLACK,12,GLASS OCA,0,5,0
GLASS OCA OPPO F19 BLACK,OPPO,BLACK,F19,GLASS OCA,0,5,0
GLASS OCA INFINIX X6511 BLACK,INFINIX,BLACK,X6511,GLASS OCA,0,5,0
GLASS OCA INFINIX X6512 BLACK,INFINIX,BLACK,X6512,GLASS OCA,0,5,0
GLASS OCA INFINIX X6831 BLACK,INFINIX,BLACK,X6831,GLASS OCA,0,5,0
GLASS OCA TECNO SPARK 8C BLACK,TECNO,BLACK,SPARK 8C,GLASS OCA,0,5,0
GLASS OCA SAM A23 4G BLACK,SAM,BLACK,A23 4G,GLASS OCA,0,5,0
GLASS OCA INFINIX X6812 BLACK,INFINIX,BLACK,X6812,GLASS OCA,0,5,0
GLASS OCA TECNO LC7 BLACK,TECNO,BLACK,LC7,GLASS OCA,0,5,0
GLASS OCA INFINIX X662 BLACK,INFINIX,BLACK,X662,GLASS OCA,30,5,0
GLASS OCA TECNO SPARK 7 PRO BLACK,TECNO,BLACK,SPARK 7 PRO,GLASS OCA,0,5,0
GLASS OCA TECNO SPARK 10 PRO BLACK,TECNO,BLACK,SPARK 10 PRO,GLASS OCA,0,5,0
GLASS OCA INFINIX X6515 BLACK,INFINIX,BLACK,X6515,GLASS OCA,0,5,0
GLASS OCA VIVO Y36 BLACK,VIVO,BLACK,Y36,GLASS OCA,0,5,0
GLASS OCA SAM A14 BLACK,SAM,BLACK,A14,GLASS OCA,0,5,0
GLASS OCA SAM A04S BLACK,SAM,BLACK,A04S,GLASS OCA,0,5,0
GLASS OCA SAM A13 BLACK,SAM,BLACK,A13,GLASS OCA,0,5,0
GLASS OCA REALME C20 BLACK,REALME,BLACK,C20,GLASS OCA,5,5,0
GLASS OCA OPPO A15 BLACK,OPPO,BLACK,A15,GLASS OCA,0,5,0
GLASS OCA XIAOMI NOTE 11 BLACK,XIAOMI,BLACK,NOTE 11,GLASS OCA,0,5,0
GLASS OCA XIAOMI 11 LITE BLACK,XIAOMI,BLACK,11 LITE,GLASS OCA,0,5,0
GLASS OCA VIVO Y02S BLACK,VIVO,BLACK,Y02S,GLASS OCA,0,5,0
GLASS OCA VIVO Y35 BLACK,VIVO,BLACK,Y35,GLASS OCA,0,5,0
GLASS OCA VIVO Y22S BLACK,VIVO,BLACK,Y22S,GLASS OCA,0,5,0
GLASS OCA REDMI A1 PLUS BLACK,REDMI,BLACK,A1 PLUS,GLASS OCA,0,5,0
GLASS OCA REDMI 12C BLACK,REDMI,BLACK,12C,GLASS OCA,0,5,0
GLASS OCA VIVO Y30 BLACK,VIVO,BLACK,Y30,GLASS OCA,75,5,0
GLASS OCA SAM A04 BLACK,SAM,BLACK,A04,GLASS OCA,0,5,0
GLASS OCA INFINIX X6835 BLACK,INFINIX,BLACK,X6835,GLASS OCA,0,5,0
GLASS OCA REALME C35 BLACK,REALME,BLACK,C35,GLASS OCA,0,5,0
UNIT -- LCD NOKIA C31 BLACK,NOKIA,BLACK,C31,LCD,53,1,0
UNIT FD PRO -- LCD VIVO Y3-Y11-Y12-Y15-Y17 BLACK,VIVO,BLACK,Y3-Y11-Y12-Y15-Y17,LCD,0,1,0
UNIT FD PRO -- LCD OPPO A5S/A7 BLACK,OPPO,BLACK,A5S/A7,LCD,689,1,0
UNIT FD PRO -- LCD VIVO Y33S Y53S BLACK,VIVO,BLACK,Y33S Y53S,LCD,0,1,0
UNIT FD PRO -- LCD OPPO F9 BLACK,OPPO,BLACK,F9,LCD,33,1,0
UNIT FD PRO -- LCD OPPO F11 BLACK,OPPO,BLACK,F11,LCD,579,1,0
UNIT FD PRO -- LCD ITEL A49 BLACK,ITEL,BLACK,A49,LCD,306,1,0
UNIT FD PRO -- LCD VIVO Y19 BLACK,VIVO,BLACK,Y19,LCD,522,1,0
UNIT FD PRO -- LCD SAM A21S BLACK,SAM,BLACK,A21S,LCD,0,1,0
AQ -- LCD VIVO Y3-Y11-Y12-Y15-Y17 BLACK,VIVO,BLACK,Y3-Y11-Y12-Y15-Y17,LCD,6,1,0
BQ -- LCD OPPO F11 BLACK,OPPO,BLACK,F11,LCD,0,1,0
BQ -- LCD VIVO Y21 BLACK,VIVO,BLACK,Y21,LCD,0,1,0
BQ -- LCD SAM J260 BLACK,SAM,BLACK,J260,LCD,0,1,0
AQ -- LCD OPPO F7 BLACK,OPPO,BLACK,F7,LCD,109,1,0
AQ -- LCD OPPO F5 BLACK,OPPO,BLACK,F5,LCD,0,1,0
AQ -- LCD OPPO F5 WHITE,OPPO,WHITE,F5,LCD,0,1,0
AQ -- LCD SAM J260 BLACK,SAM,BLACK,J260,LCD,0,1,0
AQ -- TFT SAM A20 BLACK,SAM,BLACK,A20,TFT,0,1,0
AQ -- TFT SAM A30/50 BLACK,SAM,BLACK,A30/50,TFT,0,1,0
AQ -- LCD VIVO Y85 BLACK,VIVO,BLACK,Y85,LCD,0,1,0
AQ -- LCD INFINIX X657 BLACK,INFINIX,BLACK,X657,LCD,0,1,0
AQ -- LCD OPPO F1S WHITE,OPPO,WHITE,F1S,LCD,0,1,0
AQ -- LCD INFINIX X650 BLACK,INFINIX,BLACK,X650,LCD,0,1,0
AQ -- LCD SAM J7 PRIME GOLD,SAM,GOLD,J7 PRIME,LCD,0,1,0
AQ -- LCD SAM J7 PRIME WHITE,SAM,WHITE,J7 PRIME,LCD,0,1,0
AQ -- LCD OPPO A57 WHITE,OPPO,WHITE,A57,LCD,0,1,0
AQ -- LCD OPPO A57 BLACK,OPPO,BLACK,A57,LCD,0,1,0
AQ -- LCD OPPO F11 BLACK,OPPO,BLACK,F11,LCD,0,1,0
AQ -- LCD TECNO LC7 BLACK,TECNO,BLACK,LC7,LCD,0,1,0
GLASS OCA VIVO Y51S 5G/Y70S BLACK,VIVO,BLACK,Y51S 5G/Y70S,GLASS OCA,0,1,0
PARTS -- FRONT CAMERA INFINIX X652,INFINIX,,X652,FRONT CAMERA,0,1,0
PARTS -- ON OFF + VOLUME SAM A03S,SAM,,A03S,ON OFF + VOLUME,85,1,0
UNIT COMP -- LED SAM A245 BLACK,SAM,BLACK,A245,LED,269,1,0
UNIT COMP -- LED SAM A34 BLACK,SAM,BLACK,A34,LED,284,1,0
UNIT -- LED Mi NOTE 10 PRO BLACK,Mi,BLACK,NOTE 10 PRO,LED,52,1,0
UNIT FULL COMP -- LED SAM A33 BLACK,SAM,BLACK,A33,LED,0,1,0
UNIT FULL COMP -- LED SAM A52 BLACK,SAM,BLACK,A52,LED,181,1,0
UNIT FULL COMP -- LED SAM A53 BLACK,SAM,BLACK,A53,LED,59,1,0
UNIT FULL COMP -- LED SAM A715 BLACK,SAM,BLACK,A715,LED,38,1,0
UNIT -- LED Mi NOTE 11 BLACK,Mi,BLACK,NOTE 11,LED,0,1,0
UNIT -- LCD INFINIX X6837 BLACK,INFINIX,BLACK,X6837,LCD,120,1,0
UNIT -- TFT TECNO CAMON 20 BLACK,TECNO,BLACK,CAMON 20,TFT,1,1,0
UNIT -- LCD SPARX NEO 5 PLUS/NEO 7 PLU BLACK,SPARX,BLACK,NEO 5 PLUS/NEO 7 PLU,LCD,0,1,0
UNIT -- LCD SPARX NEO 7/NEO 7 PRO BLACK,SPARX,BLACK,NEO 7/NEO 7 PRO,LCD,47,1,0
UNIT -- LCD SPARX NEO 7 ULTRA BLACK,SPARX,BLACK,NEO 7 ULTRA,LCD,182,1,0
UNIT -- LCD SPARX NEO X BLACK,SPARX,BLACK,NEO X,LCD,74,1,0
UNIT -- LCD SPARX NEO 11 BLACK,SPARX,BLACK,NEO 11,LCD,299,1,0
GLASS OCA INFINIX X693 BLACK,INFINIX,BLACK,X693,GLASS OCA,2,1,0
PARTS -- ON OFF + VOLUME INFINIX X6525/SMART 8,INFINIX,,X6525/SMART 8,ON OFF + VOLUME,80,1,0
PARTS -- ON OFF + VOLUME TECNO SPARK 20,TECNO,,SPARK 20,ON OFF + VOLUME,90,1,0
PARTS -- ON OFF + VOLUME REDMI 13C,REDMI,,13C,ON OFF + VOLUME,0,1,0
PARTS -- ON OFF + VOLUME REDMI NOTE 13,REDMI,,NOTE 13,ON OFF + VOLUME,100,1,0
PARTS -- ON OFF + VOLUME INFINIX X6528/ HOTE 40I,INFINIX,,X6528/ HOTE 40I,ON OFF + VOLUME,90,1,0
PARTS -- ON OFF + VOLUME INFINIX X6836/ HOTE 40,INFINIX,,X6836/ HOTE 40,ON OFF + VOLUME,90,1,0
PARTS -- ON OFF + VOLUME INFINIX HOT 40PRO,INFINIX,,HOT 40PRO,ON OFF + VOLUME,100,1,0
PARTS -- ON OFF + VOLUME REALME C30,REALME,,C30,ON OFF + VOLUME,0,1,0
PARTS -- ON OFF + VOLUME REALME C33,REALME,,C33,ON OFF + VOLUME,0,1,0
PARTS -- ON OFF + VOLUME REALME C35,REALME,,C35,ON OFF + VOLUME,100,1,0
PARTS -- ON OFF + VOLUME REALME C51,REALME,,C51,ON OFF + VOLUME,0,1,0
PARTS -- ON OFF + VOLUME VIVO Y17S,VIVO,,Y17S,ON OFF + VOLUME,95,1,0
PARTS -- ON OFF + VOLUME VIVO Y02T,VIVO,,Y02T,ON OFF + VOLUME,100,1,0
PARTS -- ON OFF + VOLUME VIVO Y02,VIVO,,Y02,ON OFF + VOLUME,100,1,0
PARTS -- BOARD FLEX REALME C35,REALME,,C35,BOARD FLEX,36,1,0
PARTS -- BOARD FLEX REALME C51,REALME,,C51,BOARD FLEX,40,1,0
PARTS -- CHARGING FLEX INFINIX X6525/SMART 8,INFINIX,,X6525/SMART 8,CHARGING FLEX,180,1,0
PARTS -- CHARGING FLEX TECNO CAMON 20,TECNO,,CAMON 20,CHARGING FLEX,95,1,0
PARTS -- CHARGING FLEX TECNO SPARK 20,TECNO,,SPARK 20,CHARGING FLEX,95,1,0
PARTS -- CHARGING FLEX REDMI NOTE 13 5G,REDMI,,NOTE 13 5G,CHARGING FLEX,100,1,0
PARTS -- CHARGING FLEX INFINIX X6528/HOT 40 I,INFINIX,,X6528/HOT 40 I,CHARGING FLEX,100,1,0
PARTS -- CHARGING FLEX REALME C30,REALME,,C30,CHARGING FLEX,100,1,0
PARTS -- CHARGING FLEX REALME C33,REALME,,C33,CHARGING FLEX,100,1,0
PARTS -- CHARGING FLEX REALME C35,REALME,,C35,CHARGING FLEX,100,1,0
PARTS -- CHARGING FLEX REALME C51,REALME,,C51,CHARGING FLEX,100,1,0
PARTS -- CHARGING FLEX VIVO Y17S,VIVO,,Y17S,CHARGING FLEX,97,1,0
PARTS -- CHARGING FLEX VIVO Y02T,VIVO,,Y02T,CHARGING FLEX,100,1,0
PARTS -- CHARGING FLEX VIVO Y02,VIVO,,Y02,CHARGING FLEX,100,1,0
PARTS -- FINGER PRINT REDMI 13C,REDMI,,13C,FINGER PRINT,21,1,0
PARTS -- FINGER PRINT REALME C30,REALME,,C30,FINGER PRINT,27,1,0
PARTS -- FINGER PRINT REALME C33,REALME,,C33,FINGER PRINT,27,1,0
PARTS -- FINGER PRINT REALME C35,REALME,,C35,FINGER PRINT,27,1,0
PARTS -- FINGER PRINT REALME C51,REALME,,C51,FINGER PRINT,27,1,0
PARTS -- FINGER PRINT VIVO Y27S,VIVO,,Y27S,FINGER PRINT,16,1,0
PARTS -- FINGER PRINT TECNO SPARK 10C,TECNO,,SPARK 10C,FINGER PRINT,10,1,0
PARTS -- FINGER PRINT VIVO Y36,VIVO,,Y36,FINGER PRINT,20,1,0
PARTS -- FINGER PRINT VIVO Y22S,VIVO,,Y22S,FINGER PRINT,20,1,0
PARTS -- FINGER PRINT REDMI 12,REDMI,,12,FINGER PRINT,23,1,0
PARTS -- FINGER PRINT REDMI 12C,REDMI,,12C,FINGER PRINT,27,1,0
PARTS -- FRONT CAMERA INFINIX X6525/ SMART 8,INFINIX,,X6525/ SMART 8,FRONT CAMERA,10,1,0
